

####### THIS IS ONLY AN EXCERPT OF THE DATABASE

index	word	frequency	wordType	stressPosition	syllableNumber
4119	Aufheller	0	N	1	3
4120	Aufhellung	8	N	1	3
4121	aufhetzen	9	V	1	3
4122	Aufhetzung	7	N	1	3
4123	aufheulen	5	V	1	3
4124	aufholen	87	V	1	3
4125	aufhoeren	194	V	1	3
4126	aufhorchen	5	V	1	3
4127	aufhucken	0	V	1	3
4128	aufjauchzen	0	V	1	3
4129	aufkaufen	16	V	1	3
4130	Aufkauf	12	N	1	2
4131	Aufkaeufer	4	N	1	3
4132	aufkehren	0	V	1	3
4133	aufkeimen	0	V	1	3
4134	aufklappen	7	V	1	3
4135	aufklaren	1	V	1	3
4136	aufklaeren	57	V	1	3
4137	Aufklaerer	24	N	1	3
4138	aufklaererisch	2	A	1	4
4139	Aufklaerung	164	N	1	3
4140	Aufklaerungsarbeit	9	N	1	5
4141	Aufklaerungsflugzeug	6	N	1	5
4142	aufklatschen	0	V	1	3
4143	aufklauben	0	V	1	3
4144	aufkleben	6	V	1	3
4145	aufklingen	4	V	1	3
4146	aufklinken	0	V	1	3
4147	aufknacken	0	V	1	3
4148	aufknoepfen	0	V	1	3
4149	aufknoten	1	V	1	3
4150	aufknuepfen	5	V	1	3
4151	aufkochen	3	V	1	3
4152	aufkommen	72	V	1	3
4153	Aufkommen	35	N	1	3
4154	aufkratzen	0	V	1	3
4155	aufkreischen	0	V	1	3
4156	aufkrempeln	0	V	1	3
4157	aufkreuzen	5	V	1	3
4158	aufkriegen	0	V	1	3
4159	aufkuenden	0	V	1	3
4160	aufkuendigen	7	V	1	4
4161	auflachen	4	V	1	3
4162	aufladen	7	V	1	3
4163	Auflage	147	N	1	3
4164	Auflagenhoehe	2	N	1	5
4165	Auflager	0	N	1	3
4166	auflagern	0	V	1	3
4167	auflandig	1	A	1	3
4168	auflassen	6	V	1	3
4169	auflaessig	0	A	1	3
4170	Auflassung	1	N	1	3
4171	auflasten	1	V	1	3
4172	auflauern	9	V	1	3
4173	auflaufen	7	V	1	3
4174	Auflauf	1	N	1	2
4175	Auflaufbremse	1	N	1	4
4176	Auflaufform	0	N	1	3
4177	aufleben	11	V	1	3
4178	auflecken	0	V	1	3
4179	auflegen	41	V	1	3
4181	Aufleger	0	N	1	3
4182	auflehnen	5	V	1	3
4183	Auflehnung	13	N	1	3
4184	auflesen	14	V	1	3
4185	aufleuchten	16	V	1	3
4186	auflichten	0	V	1	3
4187	aufliefern	1	V	1	3
4188	Auflieferer	0	N	1	4
4189	aufliegen	4	V	1	3
4190	auflisten	0	V	1	3
4191	Auflistung	1	N	1	3
4192	auflockern	0	V	1	3
4193	Auflockerung	0	N	1	4
4194	auflodern	0	V	1	3
4195	aufloesen	145	V	1	3
4196	Aufloesung	115	N	1	3
4197	aufluepfisch	0	A	1	3
4198	auflutschen	0	V	1	3
4199	aufluven	0	V	1	3
4200	aufmachen	61	V	1	3
4201	Aufmachung	28	N	1	3
4202	aufmalen	4	V	1	3
4203	Aufmarsch	26	N	1	2
4204	aufmarschieren	10	V	1	4
4205	aufmeisseln	0	V	1	3
4206	aufmerken	1	V	1	3
4207	aufmerksam	282	A	1	3
4208	Aufmerksamkeit	305	N	1	4
4209	aufmessen	0	V	1	3
4210	aufmoebeln	1	V	1	3
4211	aufmontieren	1	V	1	4
4212	aufmotzen	0	V	1	3
4213	aufmucken	1	V	1	3
4214	aufmuntern	9	V	1	3
4215	Aufmunterung	1	N	1	4
4216	aufmuepfig	1	A	1	3
4217	aufmutzen	1	V	1	3
4218	aeufnen	0	V	1	2
4219	aufnaehen	0	V	1	3
4220	Aufnahme	360	N	1	3
4221	aufnahmebereit	3	A	1	5
4222	aufnahmefaehig	5	A	1	5
4224	Aufnahmegebuehr	1	N	1	5
4225	Aufnahmeleiter	2	N	1	5
4226	Aufnahmepruefung	10	N	1	5
4227	Aufnahmetechnik	0	N	1	5
4228	aufnahmsfaehig	0	A	3	4
4229	aufnehmen	836	V	1	3
4230	Aufnehmer	1	N	1	3
4231	aufnesteln	0	V	1	3
4232	aufnoetigen	2	V	1	4
4234	aufopfern	8	V	1	3
4235	Aufopferung	2	N	1	4
4236	aufopferungsvoll	22	A	1	5
4237	aufpacken	0	V	1	3
4238	aufpaeppeln	2	V	1	3
4239	aufpassen	50	V	1	3
4240	Aufpasser	5	N	1	3
4241	aufpeitschen	2	V	1	3
4242	aufpelzen	0	V	1	3
4243	aufpeppen	0	V	1	3
4244	aufpflanzen	1	V	1	3
4245	aufpicken	1	V	1	3
4246	aufplatzen	6	V	1	3
4247	aufplustern	0	V	1	3
4248	aufpolieren	8	V	1	4
4249	aufpoppen	0	V	1	3
4250	aufpraegen	6	V	1	3
4251	aufprallen	2	V	1	3
4252	Aufprall	26	N	1	2
4253	Aufpreis	10	N	1	2
4254	aufprobieren	0	V	1	4
4255	aufpropfen	0	V	1	3
4256	aufpulvern	1	V	1	3
4257	aufpumpen	2	V	1	3
4258	aufpusten	1	V	1	3
4259	aufputschen	0	V	1	3
4260	aufputzen	4	V	1	3
4261	aufquellen	1	V	1	3
4262	aufraffen	15	V	1	3
4263	aufragen	3	V	1	3
4264	aufraeufeln	0	V	1	3
4265	aufrauhen	2	V	1	3
4266	aufraeumen	17	V	1	3
4267	Aufraeumer	0	N	1	3
4268	aufrechnen	7	V	1	3
4269	Aufrechnung	5	N	1	3
4270	aufrecht	102	A	1	2
4271	aufrechterhalten	118	V	1	5
4272	Aufrechterhaltung	56	N	1	5
4273	aufrecken	1	V	1	3
4274	aufregen	92	V	1	3
4275	aufregend	45	A	1	3
4276	Aufregung	75	N	1	3
4277	aufreiben	7	V	1	3
4278	aufreibend	3	A	1	3
4279	aufreihen	6	V	1	3
4280	aufreissen	48	V	1	3
4281	aufreizen	5	V	1	3
4282	aufreizend	10	A	1	3
4283	aufribbeln	1	V	1	3
4284	aufrichten	36	V	1	3
4285	Aufrichte	0	N	1	3
4286	aufrichtig	70	A	1	3
4287	Aufrichtigkeit	8	N	1	4
4288	Aufrichtung	3	N	1	3
4289	aufrollen	16	V	1	3
4290	aufruecken	10	V	1	3
4291	aufrufen	153	V	1	3
4292	Aufruf	117	N	1	2
4293	aufruehren	2	V	1	3
4294	Aufruhr	17	N	1	2
4295	Aufruehrer	2	N	1	3
4296	aufruehrerisch	3	A	1	4
4297	aufrunden	1	V	1	3
4298	aufruesten	11	V	1	3
4299	Aufruestung	96	N	1	3
4300	aufruetteln	8	V	1	3
4301	Aufruettelung	0	N	1	4
4302	aufsagen	6	V	1	3
4303	aufsammeln	1	V	1	3
4304	aufsaessig	14	A	1	3
4305	Aufsaessigkeit	1	N	1	4
4306	Aufsatz	111	N	1	2
4307	Aufsatzthema	0	N	1	4
4308	aufsaugen	10	V	1	3
4309	aufschaerfen	0	V	1	3
4310	aufschauen	1	V	1	3
4311	aufschaukeln	0	V	1	3
4312	aufschaeumen	1	V	1	3
4313	aufscheinen	1	V	1	3
4314	aufscheuchen	2	V	1	3
4315	aufscheuern	1	V	1	3
4316	aufschichten	3	V	1	3
4317	aufschieben	17	V	1	3
4318	Aufschiebung	0	N	1	3
4319	aufschiessen	2	V	1	3
4320	aufschlagen	49	V	1	3
4321	Aufschlag	45	N	1	2
4322	Aufschlagzuender	1	N	1	4
4323	aufschlaemmen	0	V	1	3
4324	aufschliessen	30	V	1	3
4325	aufschlitzen	2	V	1	3
4326	Aufschluss	47	N	1	2
4327	aufschluesseln	10	V	1	3
4328	Aufschluesselung	7	N	1	4
4329	aufschlussreich	55	A	1	3
4330	aufschmeissen	1	V	1	3
4331	aufschnappen	4	V	1	3
4332	aufschneiden	5	V	1	3
4333	Aufschneider	0	N	1	3
4334	Aufschneiderei	2	N	4	4
4335	aufschneiderisch	0	A	1	4
4336	aufschnueren	1	V	1	3
4337	aufschrauben	1	V	1	3
4338	aufschrecken	2	V	1	3
4339	aufschreien	11	V	1	3
4340	Aufschrei	18	N	1	2
4341	aufschreiben	37	V	1	3
4342	Aufschrift	43	N	1	2
4343	Aufschub	32	N	1	2
4344	aufschuerfen	0	V	1	3
4345	aufschuerzen	0	V	1	3
4346	aufschuetten	6	V	1	3
4347	aufschuetteln	0	V	1	3
4348	Aufschuettung	5	N	1	3
4349	aufschwaenzen	0	V	1	3
4350	aufschwatzen	2	V	1	3
4351	aufschwaetzen	0	V	1	3
4352	aufschweissen	0	V	1	3
4353	aufschwellen	1	V	1	3
4354	aufschwemmen	1	V	1	3
4355	aufschwingen	4	V	1	3
4356	Aufschwung	117	N	1	2
4357	aufsehen	5	V	1	3
4358	Aufsehen	71	N	1	3
4360	Aufseher	7	N	1	3
4361	Aufseherin	1	N	1	4
4362	aufsein	0	V	1	2
4363	aufsetzen	56	V	1	3
4364	Aufsetzer	3	N	1	3
4365	aufseufzen	4	V	1	3
4366	Aufsicht	49	N	1	2
4367	aufsichtfuehrend	2	A	1	4
4368	Aufsichtfuehrende	0	N	1	5
4369	Aufsichtsbeamte	1	N	1	5
4370	Aufsichtsbehoerde	6	N	1	5
4371	aufsichtslos	0	A	1	3
4372	Aufsichtsrat	242	N	1	3
4373	Aufsichtsratssitzung	7	N	1	5
4374	aufsitzen	8	V	1	3
4375	Aufsitzer	0	N	1	3
4376	aufspalten	6	V	1	3
4377	Aufspaltung	6	N	1	3
4378	aufspannen	4	V	1	3
4379	aufsparen	4	V	1	3
4380	aufspeichern	1	V	1	3
4381	aufsperren	5	V	1	3
4382	aufspielen	15	V	1	3
4383	aufspiessen	2	V	1	3
4384	aufsplittern	1	V	1	3
4385	aufsprayen	0	V	1	3
4386	aufsprengen	4	V	1	3
4387	aufspriessen	0	V	1	3
4388	aufspringen	25	V	1	3
4389	aufspritzen	5	V	1	3
4390	aufspruehen	0	V	1	3
4391	Aufsprung	1	N	1	2
4392	aufspulen	0	V	1	3
4393	aufspuelen	0	V	1	3
4394	aufspueren	28	V	1	3
4395	aufstacheln	1	V	1	3
4396	Aufstand	87	N	1	2
4397	aufstaendern	0	V	1	3
4398	aufstaendisch	10	A	1	3
4399	aufstapeln	4	V	1	3
4400	aufstapfen	0	V	1	3
4401	aufstauen	2	V	1	3
4402	aufstaeuben	0	V	1	3
4403	aufstechen	0	V	1	3
4404	aufstecken	3	V	1	3
4405	aufstehen	93	V	1	3
4406	aufsteigen	54	V	1	3
4407	aufstellen	311	V	1	3
4408	Aufstellung	105	N	1	3
4409	aufstemmen	2	V	1	3
4410	Aufstieg	142	N	1	2
4411	Aufstiegsmoeglichkeit	17	N	1	5
4412	aufstoebern	9	V	1	3
4413	aufstocken	15	V	1	3
4414	Aufstockung	0	N	1	3
4415	aufstoehnen	1	V	1	3
4416	aufstoepseln	0	V	1	3
4417	aufstoeren	1	V	1	3
4418	aufstossen	16	V	1	3
4419	aufstreben	0	V	1	3
4420	aufstrebend	16	A	1	3
4421	aufstreichen	1	V	1	3
4422	Aufstrich	0	N	1	2
4423	Aufstrom	1	N	1	2
4424	aufstroemen	0	V	1	3
4425	aufstufen	0	V	1	3
4426	aufstuelpen	0	V	1	3
4427	aufstuetzen	1	V	1	3
4428	aufsuchen	110	V	1	3
4429	aufsummen	0	V	1	3
4430	aufsummieren	2	V	1	4
4431	auftakeln	0	V	1	3
4432	Auftakt	95	N	1	2
4433	auftanken	6	V	1	3
4434	auftauen	10	V	1	3
4435	auftauchen	142	V	1	3
4436	aufteilen	59	V	1	3
4437	Aufteilung	26	N	1	3
4438	auftischen	7	V	1	3
4439	auftoppen	0	V	1	3
4440	auftragen	32	V	1	3
4441	Auftrag	602	N	1	2
4442	Auftraggeber	52	N	1	4
4443	auftragsabhaengig	0	A	1	5
4445	auftragsgemaess	4	A	1	4
4446	Auftragsrueckgang	2	N	1	4
4447	auftreffen	3	V	1	3
4448	auftreiben	17	V	1	3
4449	auftrennen	2	V	1	3
4450	auftreten	377	V	1	3
4451	Auftreten	152	N	1	3
4452	Auftrieb	83	N	1	2
4453	Auftritt	71	N	1	2
4454	auftrumpfen	3	V	1	3
4455	auftun	24	V	1	2
4456	auftuermen	6	V	1	3
4458	aufwachen	38	V	1	3
4459	aufwachsen	37	V	1	3
4460	aufwallen	2	V	1	3
4461	Aufwallung	2	N	1	3
4462	aufwaeltigen	0	V	1	4
4463	Aufwand	151	N	1	2
4465	aufwandsreich	0	A	1	3
4466	aufwaermen	7	V	1	3
4467	aufwarten	26	V	1	3
4468	Aufwartefrau	0	N	1	4
4469	Aufwaerter	0	N	1	3
4470	Aufwaerterin	0	N	1	4
4472	Aufwaertsentwicklung	25	N	1	5
4473	Aufwaertshaken	0	N	1	4
4474	Aufwartung	5	N	1	3
4475	aufwaschen	1	V	1	3
4476	Aufwasch	0	N	1	2
4477	Aufwaschtisch	0	N	1	3
4478	Aufwaschwasser	0	N	1	4
4479	aufwecken	3	V	1	3
4480	aufweichen	5	V	1	3
4481	aufweisen	145	V	1	3
4482	aufwenden	61	V	1	3
4483	aufwendig	25	A	1	3
4484	Aufwendung	174	N	1	3
4485	aufwerfen	62	V	1	3
4486	aufwerten	29	V	1	3
4487	Aufwertung	112	N	1	3
4488	aufwickeln	0	V	1	3
4489	Aufwicklung	0	N	1	3
4490	aufwiegen	13	V	1	3
4491	aufwiegeln	4	V	1	3
4492	Aufwiegelei	0	N	4	4
4493	Aufwiegelung	0	N	1	4
4494	Aufwiegler	0	N	1	3
4495	aufwieglerisch	0	A	1	4
4496	Aufwind	7	N	1	2
4497	aufwirbeln	5	V	1	3
4498	aufwischen	2	V	1	3
4499	Aufwischlappen	0	N	1	4
4500	aufwoelben	0	V	1	3
4501	aufwoelken	2	V	1	3
4502	Aufwuchs	0	N	1	2
4503	aufwuehlen	11	V	1	3
4504	Aufwurf	0	N	1	2
4505	aufzahlen	0	V	1	3
4506	aufzaehlen	45	V	1	3
4507	Aufzaehlung	16	N	1	3
4508	aufzaeumen	2	V	1	3
4509	aufzehren	6	V	1	3
4510	aufzeichnen	29	V	1	3
4511	Aufzeichnung	67	N	1	3
4512	aufzeigen	65	V	1	3
4513	aufziehen	49	V	1	3
4514	aufzuechten	0	V	1	3
4515	Aufzucht	10	N	1	2
4516	aufzucken	1	V	1	3
4517	Aufzug	38	N	1	2
4518	Aufzugfuehrer	0	N	1	4
4519	Aufzugsschacht	0	N	1	3
4520	aufzuengeln	0	V	1	3
4521	aufzwingen	59	V	1	3
4522	aeugen	7	V	1	2
4523	Augapfel	9	N	1	3
4524	Auge	1810	N	1	2
4525	aeugeln	0	V	1	2
4526	Aeugelchen	0	N	1	3
4527	Augenarzt	4	N	1	3
4528	Augenaufschlag	6	N	1	4
4529	Augenblick	1021	N	1	3
4530	augenblicklich	130	A	1	4
4532	Augenblickssache	0	N	1	5
4533	Augenbraue	30	N	1	4
4534	Augendeckel	0	N	1	4
4536	augenfaellig	17	A	1	4
4537	Augenfarbe	0	N	1	4
4538	Augenglas	1	N	1	3
4539	Augenheilkunde	1	N	1	5
4540	Augenklinik	1	N	1	4
4541	Augenlicht	7	N	1	3
4542	Augenlid	13	N	1	3
4543	Augenmass	6	N	1	3
4544	Augenmerk	26	N	1	3
4545	Augenoptiker	1	N	1	5
4546	Augenpulver	0	N	1	4
4547	Augenschein	19	N	1	3
4548	augenscheinlich	14	A	1	4
4549	Augentrost	0	N	1	3
4550	Augenweide	2	N	1	4
4551	Augenwinkel	7	N	1	4
4552	Augenzeuge	41	N	1	4
4554	Augenzwinkern	6	N	1	4
4555	Aeuglein	2	N	1	2
4557	Augmentation	0	N	5	5
4558	Augur	7	N	1	2
4559	Augurenlaecheln	2	N	2	5
4560	August	1174	N	2	2
4565	Auktionator	9	N	4	5
4566	auktionieren	0	V	4	5
4567	Aula	19	N	1	2
4570	Aurikel	0	N	2	3
4574	Aurum	0	N	1	2
4577	ausagieren	0	V	1	4
4578	ausarbeiten	139	V	1	4
4579	Ausarbeitung	87	N	1	4
4580	ausarten	14	V	1	3
4581	Ausartung	1	N	1	3
4582	ausatmen	4	V	1	3
4583	Ausatmung	0	N	1	3
4584	ausbacken	0	V	1	3
4585	ausbaden	6	V	1	3
4586	ausbaggern	2	V	1	3
4587	ausbaken	0	V	1	3
4588	ausbalancieren	9	V	1	5
4589	ausbaldowern	0	V	1	4
4590	ausbauen	173	V	1	3
4591	Ausbau	288	N	1	2
4592	ausbauchen	0	V	1	3
4593	Ausbauchung	1	N	1	3
4594	ausbaufaehig	44	A	1	4
4595	ausbedingen	4	V	1	4
4596	ausbeinen	1	V	1	3
4597	ausbeissen	0	V	1	3
4598	ausbessern	17	V	1	3
4599	Ausbesserung	2	N	1	4
4601	ausbeulen	2	V	1	3
4603	ausbeuteln	1	V	1	3
4604	Ausbeuter	19	N	1	3
4605	ausbeuterisch	2	A	1	4
4606	Ausbeuterklasse	7	N	1	5
4607	Ausbeutung	110	N	1	3
4608	ausbezahlen	2	V	1	4
4609	ausbiegen	1	V	1	3
4610	ausbieten	3	V	1	3
4611	ausbilden	158	V	1	3
4612	Ausbilder	23	N	1	3
4613	Ausbildner	0	N	1	3
4614	Ausbildung	428	N	1	3
4615	ausbinden	0	V	1	3
4616	ausbitten	2	V	1	3
4617	ausblasen	1	V	1	3
4618	Ausblaeser	0	N	1	3
4619	ausbleiben	50	V	1	3
4620	ausbleichen	0	V	1	3
4621	ausblenden	2	V	1	3
4622	ausblicken	0	V	1	3
4623	Ausblick	32	N	1	2
4624	ausbluten	1	V	1	3
4625	ausbogen	0	V	1	3
4626	ausbohren	0	V	1	3
4627	ausbojen	0	V	1	3
4628	ausbomben	0	V	1	3
4629	ausbooten	5	V	1	3
4630	ausborgen	0	V	1	3
4631	ausbrechen	87	V	1	3
4632	Ausbrecher	5	N	1	3
4633	ausbreiten	77	V	1	3
4634	Ausbreitung	38	N	1	3
4635	ausbremsen	0	V	1	3
4636	ausbrennen	14	V	1	3
4637	ausbringen	10	V	1	3
4638	Ausbruch	88	N	1	2
4639	ausbrueten	8	V	1	3
4640	ausbuchen	6	V	1	3
4641	ausbuchten	0	V	1	3
4642	Ausbuchtung	0	N	1	3
4643	ausbuddeln	2	V	1	3
4644	ausbuegeln	1	V	1	3
4645	ausbuhen	0	V	1	3
4646	Ausbund	1	N	1	2
4647	ausbuendig	0	A	1	3
4648	ausbuergern	1	V	1	3
4649	Ausbuergerung	1	N	1	4
4650	ausbuersten	1	V	1	3
4652	ausdauern	8	V	1	3
4653	Ausdauer	29	N	1	3
4654	ausdehnen	132	V	1	3
4655	Ausdehnung	64	N	1	3
4657	ausdenken	39	V	1	3
4658	ausdeuten	5	V	1	3
4659	ausdienen	4	V	1	3
4661	ausdiskutieren	9	V	1	5
4662	ausdocken	0	V	1	3
4663	ausdorren	0	V	1	3
4664	ausdoerren	5	V	1	3
4665	ausdrehen	0	V	1	3
4666	ausdreschen	3	V	1	3
4667	ausdruecken	152	V	1	3
4668	ausdrucken	0	V	1	3
4669	Ausdruck	838	N	1	2
4670	ausdruecklich	293	A	1	3
4671	Ausdruckskunst	1	N	1	3
4672	ausdruckslos	8	A	1	3
4673	ausdrucksvoll	9	A	1	3
4674	Ausdrucksweise	14	N	1	4
4675	Ausdrusch	0	N	1	2
4676	ausduennen	0	V	1	3
4677	ausdunsten	0	V	1	3
4678	ausduensten	1	V	1	3
4679	Ausdunstung	0	N	1	3
4680	Ausduenstung	11	N	1	3
4693	auserkoren	4	A	1	4
4694	auserlesen	1	V	1	4
4695	ausersehen	12	V	1	4
4696	auserwaehlen	4	V	1	4
4697	auserwaehlt	4	A	1	3
4698	ausfaechern	0	V	1	3
4699	ausfaedeln	0	V	1	3
4700	ausfahren	40	V	1	3
4701	ausfahrend	2	A	1	3
4702	Ausfahrt	24	N	1	2
4703	ausfallen	84	V	1	3
4704	ausfaellen	8	V	1	3
4705	Ausfall	49	N	1	2
4706	ausfallend	5	A	1	3
4707	ausfaellig	0	A	1	3
4708	Ausfallserscheinung	0	N	1	5
4709	Ausfallstor	0	N	1	3
4710	Ausfallstrasse	8	N	1	4
4711	ausfechten	15	V	1	3
4712	ausfegen	0	V	1	3
4713	Ausfeger	0	N	1	3
4714	ausfeilen	2	V	1	3
4715	ausfertigen	9	V	1	4
4716	Ausfertigung	11	N	1	4
4717	ausfetten	0	V	1	3
4718	ausfiltern	0	V	1	3
4719	ausfinden	1	V	1	3
4721	ausfitten	0	V	1	3
4722	ausflaggen	0	V	1	3
4723	ausfliehen	0	V	1	3
4724	ausfliessen	3	V	1	3
4726	ausflocken	0	V	1	3
4727	Ausflucht	14	N	1	2
4729	Ausfluegler	9	N	1	3
4730	Ausflugsort	2	N	1	3
4731	Ausflugsverkehr	1	N	1	4
4732	Ausflugsziel	5	N	1	3
4733	Ausfluss	4	N	1	2
4734	ausfolgen	0	V	1	3
4735	ausformen	3	V	1	3
4736	ausformulieren	0	V	1	5
4737	Ausformung	1	N	1	3
4738	ausforschen	3	V	1	3
4739	Ausforschung	0	N	1	3
4740	ausfragen	12	V	1	3
4741	Ausfragerei	0	N	4	4
4742	ausfransen	1	V	1	3
4743	ausfressen	7	V	1	3
4744	ausfugen	0	V	1	3
4745	ausfuehren	224	V	1	3
4746	Ausfuhr	111	N	1	2
4747	ausfuehrbar	4	A	1	3
4748	Ausfuehrer	0	N	1	3
4749	Ausfuhrland	0	N	1	3
4750	ausfuehrlich	389	A	1	3
4751	Ausfuehrlichkeit	5	N	1	4
4752	Ausfuhrpraemie	0	N	1	5
4753	Ausfuehrung	309	N	1	3
4755	Ausfuhrverbot	1	N	1	4
4756	ausfuellen	87	V	1	3
4757	Ausfuellung	6	N	1	3
4758	ausfuettern	0	V	1	3
4759	Ausgabe	472	N	1	3
4760	Ausgabenbuch	0	N	1	4
4761	Ausgabestelle	3	N	1	5
4762	Ausgang	79	N	1	2
4763	Ausgangsbasis	3	N	1	4
4764	Ausgangspunkt	98	N	1	3
4765	Ausgangsstellung	3	N	1	4
4766	ausgaeren	0	V	1	3
4767	ausgasen	0	V	1	3
4768	ausgeben	188	V	1	3
4769	Ausgebombte	1	N	1	4
4771	Ausgeburt	3	N	1	3
4772	Ausgedinge	0	N	1	4
4773	Ausgedinger	0	N	1	4
4774	ausgefallen	34	A	1	4
4775	ausgefeimt	0	A	1	3
4776	ausgefuchst	3	A	1	3
4777	ausgeglichen	68	A	1	4
4778	Ausgeglichenheit	4	N	1	5
4779	ausgehen	424	V	1	3
4780	Ausgehanzug	0	N	1	4
4781	ausgehungert	8	A	1	4
4782	Ausgehverbot	3	N	1	4
4783	ausgekocht	3	A	1	3
4784	ausgelassen	15	A	1	4
4785	Ausgelassenheit	2	N	1	5
4786	ausgeleiert	3	A	1	4
4787	Ausgelernte	0	N	1	4
4788	ausgelitten	2	A	1	4
4789	ausgemacht	19	A	1	3
4792	ausgepicht	2	A	1	3
4793	Ausgepraegtheit	0	N	1	4
4794	ausgepumpt	4	A	1	3
4796	ausgeschamt	0	A	1	3
4797	ausgeschlossen	121	A	1	4
4798	ausgeschnitten	5	A	1	4
4799	ausgespielt	10	A	1	3
4800	ausgesprochen	265	A	1	4
4802	ausgestalten	11	V	1	4
4803	Ausgestaltung	19	N	1	4
4804	ausgesucht	37	A	1	3
4805	ausgewachsen	23	A	1	4
4806	ausgewogen	23	A	1	4
4807	ausgezeichnet	323	A	1	4
4808	ausgiebig	43	A	1	3
4809	Ausgiebigkeit	0	N	1	4
4810	ausgiessen	4	V	1	3
4811	Ausgiesser	0	N	1	3
4812	ausgleichen	107	V	1	3
4813	Ausgleich	165	N	1	2
4814	ausgleichbar	0	A	1	3
4815	Ausgleichsamt	2	N	1	3
4816	Ausgleichsfonds	5	N	1	3
4817	Ausgleichsgetriebe	0	N	1	5
4818	Ausgleichssport	2	N	1	3
4819	Ausgleichsverfahren	0	N	1	5
4820	Ausgleichung	0	N	1	3
4821	ausgleiten	2	V	1	3
4822	ausgluehen	0	V	1	3
4823	ausgraben	23	V	1	3
4824	Ausgraeber	14	N	1	3
4825	Ausgrabung	16	N	1	3
4826	ausgreifen	0	V	1	3
4827	ausgruenden	0	V	1	3
4828	ausgucken	0	V	1	3
4829	Ausguck	1	N	1	2
4830	Ausguss	3	N	1	2
4831	aushaben	0	V	1	3
4832	aushacken	1	V	1	3
4833	aushaken	1	V	1	3
4834	aushalten	62	V	1	3
4835	aushandeln	37	V	1	3
4836	aushaendigen	20	V	1	4
4837	Aushaendigung	5	N	1	4
4838	aushaengen	2	V	1	3
4839	Aushang	3	N	1	2
4840	Aushaengebogen	0	N	1	5
4841	Aushaenger	0	N	1	3
4842	Aushaengeschild	4	N	1	4
4843	ausharren	13	V	1	3
4844	aushaerten	0	V	1	3
4845	aushauen	0	V	1	3
4846	aushauchen	0	V	1	3
4847	aushaeusig	0	A	1	3
4848	ausheben	24	V	1	3
4849	aushebern	0	V	1	3
4850	Ausheber	0	N	1	3
4851	Ausheberung	0	N	1	4
4852	Aushebung	1	N	1	3
4853	aushecken	6	V	1	3
4854	ausheilen	5	V	1	3
4855	Ausheilung	1	N	1	3
4856	aushelfen	6	V	1	3
4857	Aushelfer	0	N	1	3
4858	Aushilfe	5	N	1	3
4859	Aushilfskraft	2	N	1	3
4861	aushoehlen	14	V	1	3
4862	Aushoehlung	6	N	1	3
4863	ausholen	14	V	1	3
4864	ausholzen	0	V	1	3
4865	Ausholzung	0	N	1	3
4866	aushorchen	2	V	1	3
4867	Aushorcher	0	N	1	3
4868	aushorsten	0	V	1	3
4869	Aushub	2	N	1	2
4870	aushungern	3	V	1	3
4871	aushusten	1	V	1	3
4872	ausixen	0	V	1	3
4873	ausjaeten	0	V	1	3
4874	auskalkulieren	0	V	1	5
4875	auskaemmen	4	V	1	3
4876	auskegeln	0	V	1	3
4877	auskehlen	0	V	1	3
4878	Auskehlung	0	N	1	3
4879	auskehren	2	V	1	3
4880	Auskehricht	0	N	1	3
4881	auskeilen	1	V	1	3
4882	auskeimen	0	V	1	3
4883	auskennen	13	V	1	3
4884	auskerben	0	V	1	3
4885	Auskerbung	0	N	1	3
4886	auskernen	0	V	1	3
4887	auskippen	0	V	1	3
4888	ausklagen	2	V	1	3
4889	ausklammern	39	V	1	3
4890	Ausklammerung	9	N	1	4
4891	ausklamuesern	0	V	1	4
4892	ausklappen	0	V	1	3
4893	ausklappbar	0	A	1	3
4894	ausklarieren	0	V	1	4
4895	ausklauben	0	V	1	3
4896	auskleiden	5	V	1	3
4897	Auskleidung	0	N	1	3
4898	ausklingen	1	V	1	3
4899	ausklinken	3	V	1	3
4900	ausklopfen	0	V	1	3
4901	Ausklopfer	0	N	1	3
4902	auskluegeln	3	V	1	3
4903	Auskluegelung	0	N	1	4
4904	Ausklueglung	0	N	1	3
4905	auskneifen	0	V	1	3
4906	ausknipsen	6	V	1	3
4907	ausknobeln	0	V	1	3
4909	ausknoepfen	0	V	1	3
4910	ausknoepfbar	1	A	1	3
4911	auskochen	0	V	1	3
4912	auskoffern	0	V	1	3
4913	Auskofferung	0	N	1	4
4914	auskolken	0	V	1	3
4915	Auskolkung	0	N	1	3
4916	auskommen	66	V	1	3
4917	Auskommen	10	N	1	3
4918	auskoemmlich	3	A	1	3
4919	auskoppeln	0	V	1	3
4920	auskosten	17	V	1	3
4921	auskotzen	0	V	1	3
4922	auskragen	0	V	1	3
4923	Auskragung	0	N	1	3
4924	auskramen	1	V	1	3
4925	auskratzen	1	V	1	3
4926	auskriechen	1	V	1	3
4927	auskriegen	0	V	1	3
4929	auskugeln	0	V	1	3
4930	auskuehlen	1	V	1	3
4931	Auskuehlung	0	N	1	3
4932	Auskultant	0	N	3	3
4933	Auskultation	0	N	5	5
4934	auskultatorisch	0	A	4	5
4935	auskultieren	0	V	3	4
4936	auskundschaften	5	V	1	4
4937	Auskundschafter	0	N	1	4
4938	Auskunft	394	N	1	2
4939	Auskunftei	3	N	3	3
